Port,Protocol,Count
55628,udp,4
61044,tcp,8
49390,udp,3
57409,tcp,5
63100,udp,8
64045,tcp,4
65383,tcp,2
61746,tcp,5
56073,tcp,3
65425,tcp,2
3684,tcp,4
65024,tcp,6
57671,udp,7
57003,tcp,3
53200,udp,6
51700,udp,5
56495,udp,4
53836,udp,7
64665,udp,5
60225,udp,6
50926,tcp,3
1313,tcp,7
51833,udp,10
56711,udp,9
61934,tcp,7
3231,tcp,3
4431,udp,6
60670,udp,7
60334,udp,5
52652,tcp,4
58279,udp,3
57726,tcp,7
62866,tcp,2
3409,tcp,6
57040,tcp,3
53258,tcp,5
49891,udp,5
4506,tcp,6
59179,udp,4
50688,tcp,4
49680,udp,4
52641,tcp,7
2960,udp,7
52937,tcp,4
903,tcp,3
55756,tcp,11
64246,udp,5
50954,udp,4
61015,udp,7
63626,udp,4
56675,tcp,6
57943,tcp,4
56840,udp,6
49854,udp,2
2884,udp,7
50987,tcp,6
49674,udp,8
57102,udp,4
62847,udp,5
63962,tcp,6
2137,tcp,11
4976,tcp,3
50809,tcp,7
1555,tcp,6
50838,tcp,7
53034,tcp,5
60300,udp,7
50728,tcp,9
61636,udp,10
53827,tcp,4
616,udp,8
52028,udp,7
54612,udp,5
59622,tcp,5
61620,tcp,5
61244,udp,5
58182,udp,4
3238,udp,2
1299,udp,5
59446,udp,6
53889,tcp,4
50531,udp,11
60533,tcp,3
64547,udp,6
871,udp,6
58901,udp,7
65232,tcp,5
63503,tcp,2
4078,tcp,5
4288,udp,7
65375,tcp,6
49334,udp,8
58009,udp,4
63329,tcp,5
59820,tcp,7
64608,tcp,9
4976,udp,3
57127,udp,9
51120,udp,7
53628,tcp,5
60601,tcp,6
54968,tcp,10
65422,tcp,5
3019,tcp,4
61179,udp,9
2129,udp,9
50726,tcp,7
55204,tcp,4
62626,udp,4
53331,udp,4
51937,tcp,9
64761,udp,4
57972,tcp,5
52561,tcp,4
58025,udp,5
64833,udp,2
53228,udp,5
50450,tcp,10
51922,tcp,1
65263,tcp,4
1267,udp,8
56855,udp,5
3241,tcp,3
65072,tcp,8
53731,udp,6
60082,tcp,9
57669,tcp,6
919,tcp,8
63915,udp,11
62383,tcp,5
58509,udp,6
64462,tcp,6
3072,tcp,3
4592,tcp,2
53526,udp,7
58890,tcp,6
55341,udp,3
54393,udp,11
1474,tcp,7
61401,tcp,8
57518,udp,5
4847,tcp,6
53560,udp,7
50467,tcp,5
49531,udp,5
309,tcp,6
57977,tcp,7
2951,udp,7
56865,tcp,2
58735,tcp,5
55655,tcp,5
52585,tcp,6
51482,udp,7
59895,udp,5
54644,udp,4
4117,tcp,3
53392,udp,7
65088,udp,3
49823,tcp,5
60690,udp,6
52652,udp,5
107,udp,8
62769,udp,3
54825,tcp,3
55432,udp,7
591,tcp,7
57314,udp,8
4301,udp,7
53966,udp,4
50404,tcp,9
51650,tcp,10
52032,udp,7
49407,udp,6
2433,tcp,9
60675,udp,8
2364,udp,2
58741,tcp,4
63232,udp,8
64089,tcp,7
59304,udp,2
4725,udp,8
56572,tcp,5
60253,udp,7
58900,tcp,4
58710,udp,4
61178,tcp,5
56619,udp,4
4208,udp,10
60272,tcp,4
62792,udp,5
55517,udp,6
60048,udp,7
62702,tcp,8
53184,udp,7
4057,tcp,7
65116,udp,6
1054,udp,2
55202,tcp,6
63464,tcp,3
1444,udp,2
51344,tcp,7
2628,udp,10
53131,tcp,6
54068,tcp,4
1505,udp,13
54243,udp,4
57712,tcp,5
58855,tcp,8
64611,udp,7
54586,tcp,5
55943,udp,6
4535,udp,9
2658,tcp,6
64952,udp,3
2685,udp,10
171,tcp,5
49719,tcp,2
57419,tcp,9
57774,tcp,3
2293,tcp,2
58087,udp,7
3079,tcp,4
63877,udp,8
61195,udp,5
61400,tcp,6
49436,tcp,3
63090,udp,3
54043,tcp,6
60354,tcp,3
63085,tcp,3
2373,tcp,6
53287,udp,2
55748,tcp,8
58819,tcp,4
1805,tcp,6
59693,udp,5
2587,tcp,9
59946,tcp,9
57704,tcp,6
3343,tcp,8
3570,udp,6
55473,udp,4
64980,tcp,5
58526,udp,5
56364,udp,5
64084,tcp,7
49388,udp,5
54901,tcp,5
60967,tcp,4
59046,udp,6
62654,tcp,3
56889,tcp,5
53365,tcp,6
1283,tcp,3
57952,tcp,5
3187,tcp,6
63847,udp,6
58373,tcp,9
51146,tcp,6
52793,udp,6
54474,tcp,7
49162,udp,6
49753,tcp,11
2070,udp,4
2689,tcp,6
573,udp,4
59794,tcp,7
183,tcp,2
52174,udp,5
55534,udp,4
4712,tcp,6
56739,tcp,5
3206,tcp,10
51011,tcp,4
53648,tcp,7
2059,udp,9
55340,udp,4
56654,tcp,8
61400,udp,6
55178,tcp,4
57646,tcp,6
51777,tcp,7
51854,tcp,6
52999,tcp,5
62652,tcp,5
57032,udp,7
1593,udp,4
62387,udp,5
63576,udp,7
52442,tcp,6
54468,tcp,4
63445,udp,3
61543,udp,5
50007,udp,3
2906,tcp,2
1257,tcp,3
59363,udp,4
60853,udp,3
61889,udp,5
4205,tcp,6
59324,tcp,8
50339,udp,8
58250,tcp,7
49988,tcp,2
56934,tcp,5
64007,tcp,9
59053,tcp,5
56356,tcp,9
60536,tcp,7
63358,udp,2
54305,tcp,11
58568,tcp,4
50588,udp,9
56486,tcp,5
55079,tcp,3
65294,tcp,1
54505,tcp,3
58027,udp,9
54711,tcp,4
55328,udp,6
61936,udp,4
54130,tcp,6
58207,tcp,6
61772,tcp,6
53712,udp,5
62014,tcp,4
62195,udp,5
57961,tcp,5
56405,udp,7
26,udp,3
59643,tcp,2
54069,tcp,5
63405,udp,5
3438,tcp,4
64109,tcp,7
60920,tcp,7
58302,tcp,2
722,tcp,5
55166,tcp,3
54902,tcp,7
830,udp,3
51345,udp,6
50414,tcp,10
65138,udp,5
60839,udp,3
50199,udp,8
61175,udp,5
53371,udp,5
4298,udp,7
51498,udp,4
52314,tcp,4
58424,udp,6
433,tcp,5
821,tcp,6
55377,tcp,7
62070,udp,6
2452,udp,7
1755,udp,3
3439,udp,11
1646,udp,4
4258,udp,6
3988,udp,8
65045,udp,6
50643,tcp,7
339,udp,6
50996,tcp,6
65443,udp,5
62478,udp,7
60546,tcp,5
55242,tcp,5
55350,tcp,6
58922,udp,5
59254,tcp,7
62277,tcp,5
55950,udp,5
54549,tcp,5
2114,udp,7
64625,udp,6
51636,udp,6
54017,tcp,4
1051,tcp,2
61840,tcp,5
22,udp,6
55245,tcp,3
49252,udp,10
1463,tcp,5
3899,udp,9
54294,udp,7
467,udp,8
52379,tcp,6
54710,udp,3
50906,udp,10
1641,tcp,5
52085,tcp,6
60553,tcp,3
53448,tcp,5
61254,tcp,2
61905,tcp,3
58478,udp,6
1737,tcp,6
53698,tcp,7
2199,udp,3
958,udp,8
51104,udp,5
58133,tcp,4
59290,tcp,7
56327,tcp,4
58656,udp,5
57171,tcp,4
4360,tcp,5
51033,udp,4
62905,tcp,5
50298,udp,6
54824,tcp,2
51794,udp,6
53206,udp,4
50261,udp,3
64106,tcp,4
51740,tcp,4
50934,tcp,9
55298,tcp,2
1348,udp,4
1128,udp,3
55633,tcp,6
59787,udp,7
396,tcp,5
54074,udp,5
373,tcp,10
54959,udp,3
2462,udp,4
1543,tcp,9
59837,udp,6
60733,tcp,3
54423,tcp,10
4898,udp,10
2116,udp,5
3528,udp,10
3000,tcp,4
55653,tcp,6
56972,tcp,4
61791,tcp,8
1468,udp,5
56360,tcp,5
50675,tcp,4
2739,tcp,6
4756,tcp,6
2232,tcp,10
49731,tcp,2
61830,tcp,5
55302,tcp,6
63746,udp,1
63443,tcp,4
62316,tcp,4
56505,tcp,5
4549,udp,4
4133,tcp,3
102,udp,5
63993,udp,3
50832,udp,4
61616,udp,7
50496,tcp,8
52283,udp,7
4943,udp,5
61762,udp,7
54273,tcp,7
4737,tcp,5
62152,tcp,7
56126,udp,4
521,udp,6
3189,tcp,5
56249,tcp,7
50394,tcp,10
2707,tcp,2
2297,tcp,5
50226,tcp,3
3049,tcp,3
59123,tcp,4
60584,udp,4
64406,udp,6
61985,tcp,5
52793,tcp,2
57544,udp,2
53868,udp,4
53306,udp,6
62624,udp,5
64435,tcp,4
61151,udp,6
56222,tcp,6
3958,udp,3
64216,udp,6
57736,tcp,5
2478,tcp,10
49696,tcp,5
54340,udp,4
2879,tcp,6
1557,tcp,9
64129,tcp,9
56308,tcp,9
61200,tcp,4
60770,udp,4
65200,tcp,6
49226,tcp,10
4388,udp,5
59257,tcp,4
61789,udp,5
3010,tcp,8
3594,tcp,5
57996,udp,7
53397,tcp,8
59576,udp,9
54289,tcp,6
50540,udp,5
54182,tcp,3
3925,tcp,8
56462,udp,4
4421,tcp,3
61391,tcp,4
59595,tcp,9
62665,tcp,4
57252,udp,6
55093,udp,7
64096,tcp,1
53105,udp,6
64657,tcp,8
57793,tcp,6
58223,tcp,4
53693,udp,8
49654,tcp,3
54617,udp,7
2928,tcp,4
59646,udp,6
3140,tcp,6
2444,udp,6
2138,udp,6
61266,udp,5
51267,tcp,6
3904,udp,6
58141,tcp,6
3741,tcp,9
4550,tcp,5
64928,udp,7
57474,udp,3
65409,udp,5
60385,udp,5
61150,tcp,5
60583,tcp,2
3046,tcp,4
1424,udp,5
63732,tcp,8
49832,tcp,3
58766,tcp,4
64357,tcp,2
2919,udp,4
57987,udp,7
59218,udp,4
2963,tcp,6
58606,udp,3
58136,udp,5
1993,tcp,4
54642,udp,4
52493,tcp,7
63775,udp,6
3509,tcp,4
2820,udp,6
898,tcp,10
58023,udp,9
59537,udp,6
56451,tcp,4
50213,udp,5
4074,tcp,6
53320,udp,5
52198,tcp,9
330,tcp,3
54525,tcp,8
51316,udp,5
50260,udp,5
2005,tcp,6
56407,tcp,5
731,tcp,5
63073,tcp,6
62499,udp,8
59276,tcp,7
61154,tcp,4
62723,tcp,7
51477,tcp,6
51718,udp,4
55422,tcp,7
62261,udp,5
56824,tcp,10
3937,tcp,4
55368,udp,3
57463,udp,5
4729,tcp,3
1155,tcp,5
56609,udp,8
2872,udp,5
56574,tcp,9
52923,tcp,5
60381,udp,4
59916,tcp,12
57889,tcp,4
58166,udp,4
50589,tcp,9
62944,udp,7
57515,udp,10
64627,tcp,7
2675,udp,6
56756,udp,4
53849,tcp,9
64677,tcp,5
61797,tcp,4
2328,tcp,10
2335,tcp,4
52634,tcp,4
57512,tcp,4
1107,tcp,9
2234,tcp,6
62764,udp,4
4233,udp,5
53879,udp,6
58537,udp,3
60502,tcp,8
61433,tcp,3
63416,tcp,5
63459,udp,5
57730,udp,3
60086,tcp,4
65129,udp,1
64488,udp,7
51911,tcp,3
59388,udp,6
59415,tcp,5
1614,tcp,3
60933,udp,6
59949,udp,10
63794,udp,7
53569,udp,4
63059,tcp,7
53990,udp,9
52842,tcp,5
3820,tcp,5
65407,tcp,9
55491,udp,6
59074,udp,7
54382,udp,9
53900,udp,6
51616,udp,8
55280,tcp,3
4518,tcp,4
65066,udp,5
55498,tcp,11
59955,tcp,10
59223,udp,5
60233,tcp,8
53830,udp,7
2024,tcp,8
2309,tcp,3
59369,udp,4
65389,tcp,8
51401,tcp,2
56759,udp,7
51649,udp,4
56657,tcp,3
3395,udp,8
62238,udp,3
54008,tcp,8
4191,udp,3
4035,tcp,3
60671,udp,6
4605,udp,6
3788,udp,6
59122,udp,3
2220,tcp,5
60364,tcp,9
57960,udp,7
4347,tcp,5
49572,tcp,4
3557,udp,3
52668,tcp,7
63136,udp,9
2787,tcp,3
748,tcp,5
61953,udp,6
2013,udp,9
64292,udp,3
52679,tcp,7
52307,udp,2
62120,udp,6
50596,udp,4
61696,udp,5
58717,udp,4
55253,udp,7
63719,udp,5
61769,udp,5
57846,udp,5
50638,udp,8
64383,tcp,6
62384,tcp,4
52669,udp,4
62263,udp,7
63300,tcp,3
53597,udp,8
58682,udp,6
53967,udp,11
51164,tcp,5
1148,tcp,6
55320,udp,1
58666,udp,6
1798,udp,6
52411,tcp,3
1732,tcp,6
52644,tcp,7
4531,udp,6
50383,udp,4
63429,tcp,6
204,udp,4
54530,tcp,5
59023,tcp,5
64138,udp,9
1753,tcp,8
60513,udp,5
2943,udp,4
59380,udp,6
3302,tcp,5
51339,udp,6
53462,tcp,7
53798,udp,8
63440,tcp,5
51407,udp,6
4607,udp,6
54989,tcp,3
64730,udp,7
51467,tcp,4
4649,tcp,8
58427,tcp,9
51028,udp,8
56835,udp,5
60145,tcp,8
3892,tcp,7
60256,udp,10
62114,tcp,9
54212,udp,4
1418,udp,6
49166,udp,5
54887,tcp,6
49186,udp,5
49731,udp,7
49658,tcp,8
59456,tcp,5
52766,tcp,8
63432,tcp,4
52180,udp,6
59137,udp,5
55355,udp,1
54110,tcp,3
57981,tcp,5
54269,tcp,4
52898,tcp,8
64711,udp,4
63903,udp,4
65389,udp,5
2008,tcp,5
49553,tcp,6
52581,tcp,3
4234,udp,3
64260,udp,5
60034,udp,8
58142,tcp,8
62155,tcp,10
4067,tcp,7
50894,udp,7
59938,tcp,5
56317,tcp,9
221,udp,8
58818,tcp,3
1903,tcp,3
58863,udp,4
57677,udp,5
3985,tcp,8
56154,udp,8
4783,udp,7
50548,udp,14
1233,tcp,5
61707,tcp,6
2740,udp,7
54749,udp,2
65369,udp,6
49280,tcp,7
62049,udp,7
4178,tcp,7
56750,tcp,5
988,udp,10
60084,udp,4
61971,udp,6
59164,tcp,7
3670,udp,5
51340,tcp,10
56684,udp,2
54245,tcp,4
51398,udp,5
64134,tcp,5
2172,tcp,4
56215,tcp,4
60439,udp,5
63793,tcp,5
60048,tcp,5
944,udp,7
55946,tcp,8
65302,udp,9
55324,tcp,4
63572,tcp,6
62013,udp,5
4721,tcp,7
56437,udp,5
2505,tcp,4
50316,tcp,8
4705,tcp,7
62569,tcp,7
3828,udp,3
58273,tcp,3
55652,tcp,4
59937,udp,8
53275,udp,7
60487,tcp,6
4090,udp,4
55889,udp,7
62066,tcp,5
4237,udp,6
56490,udp,4
2301,udp,6
52829,udp,4
59019,tcp,5
53741,udp,5
370,udp,7
65154,tcp,4
62993,udp,8
59646,tcp,1
51687,udp,3
51813,udp,3
64474,tcp,12
62999,udp,8
57976,tcp,7
3608,tcp,7
62244,udp,7
55532,tcp,7
57946,udp,6
50845,tcp,3
57052,udp,2
59207,udp,8
59072,udp,7
55237,udp,7
1660,tcp,7
58266,tcp,5
63497,tcp,10
55635,tcp,4
53657,udp,4
53141,tcp,6
58903,tcp,6
64095,tcp,1
3387,udp,6
2959,tcp,8
59558,tcp,6
49303,udp,5
55192,udp,6
61269,tcp,9
54059,tcp,7
57967,udp,5
57496,udp,4
56833,udp,6
1693,tcp,7
691,udp,5
53019,udp,3
49770,udp,5
2051,udp,7
51690,tcp,5
55268,tcp,4
60844,tcp,6
53911,udp,3
51992,udp,4
52171,tcp,8
65529,udp,3
54434,tcp,7
56373,udp,4
51256,udp,6
59573,udp,5
63465,udp,5
1931,tcp,5
65132,tcp,4
55893,tcp,5
50587,tcp,4
49443,tcp,2
60108,tcp,9
58005,udp,7
57139,udp,5
55762,tcp,4
56179,tcp,9
2021,tcp,8
61112,udp,5
59294,tcp,8
56391,udp,10
61619,tcp,7
49227,tcp,4
56684,tcp,2
52125,tcp,3
52115,udp,1
57626,udp,4
58753,tcp,7
54452,tcp,5
56125,udp,4
50413,udp,6
61146,tcp,5
49979,udp,4
3062,tcp,11
55083,udp,5
64628,udp,3
2076,tcp,4
57118,udp,6
1559,tcp,5
64228,udp,3
51114,tcp,3
58028,udp,7
50841,tcp,2
51507,tcp,7
2661,tcp,5
51923,udp,9
63124,tcp,3
51134,udp,9
65326,tcp,2
58599,udp,7
662,tcp,7
111,tcp,9
54803,udp,5
64185,tcp,10
4144,tcp,5
50747,udp,9
54586,udp,3
62433,udp,5
59596,tcp,6
4451,udp,8
52686,udp,5
59901,tcp,5
52236,tcp,8
4518,udp,8
51396,udp,5
58342,udp,6
52778,tcp,7
55324,udp,6
61767,udp,4
60452,tcp,3
63844,udp,5
2173,tcp,5
59991,tcp,2
55045,tcp,7
59435,tcp,5
49639,udp,4
4138,udp,6
56229,udp,6
3047,udp,4
2404,tcp,6
1449,tcp,14
61686,tcp,8
634,tcp,4
62757,tcp,5
64473,tcp,3
4045,udp,10
49835,tcp,3
51175,udp,6
1567,udp,5
60865,udp,2
59004,udp,1
50799,tcp,4
53441,udp,5
4527,udp,6
58523,tcp,6
59848,tcp,5
58298,udp,5
1898,udp,3
57701,udp,3
50555,tcp,3
64912,tcp,5
494,tcp,3
61274,udp,5
64476,udp,6
2512,udp,8
64544,udp,3
55613,tcp,9
57020,tcp,3
58583,udp,8
54858,udp,3
56810,udp,5
53897,udp,5
64098,udp,3
56255,tcp,7
2935,udp,3
3117,udp,9
2948,udp,3
65374,tcp,4
63879,tcp,5
56199,tcp,6
65454,tcp,3
51646,tcp,7
56060,udp,5
62159,tcp,6
60420,tcp,4
59455,tcp,7
54310,udp,8
49947,tcp,4
49717,udp,3
63350,tcp,7
4369,udp,4
57585,udp,5
50903,udp,6
3746,udp,7
50662,tcp,7
3706,udp,9
59890,tcp,7
59612,tcp,11
58648,tcp,4
1748,tcp,4
1926,udp,4
50113,tcp,5
64866,tcp,10
52350,udp,6
59460,tcp,5
56058,udp,6
61583,tcp,5
57704,udp,3
4957,udp,2
3200,tcp,3
54477,tcp,4
60997,tcp,7
65411,udp,7
49662,udp,5
56330,tcp,6
63303,tcp,10
3193,udp,3
56704,tcp,5
58429,udp,4
64972,tcp,4
59061,udp,5
56132,udp,3
636,tcp,5
52764,tcp,5
51570,udp,3
54891,udp,6
54062,tcp,2
55081,tcp,4
3300,udp,4
62709,udp,4
58264,tcp,3
2989,udp,5
60998,tcp,6
64538,udp,6
57239,tcp,3
50815,tcp,8
52608,udp,3
58496,tcp,7
50923,udp,7
64947,tcp,5
52062,tcp,6
50306,udp,5
62945,tcp,5
57384,tcp,3
64389,udp,4
52577,tcp,4
4865,udp,9
4088,udp,2
57381,udp,7
62785,tcp,4
4130,tcp,7
513,tcp,5
58460,udp,5
60724,tcp,5
59888,udp,8
58115,tcp,11
59505,udp,12
62126,tcp,3
165,udp,6
1555,udp,5
61458,udp,6
49764,tcp,4
62361,tcp,7
1887,udp,6
1426,udp,4
65463,udp,5
51319,udp,5
1440,udp,7
56098,udp,6
3609,tcp,6
1208,udp,6
62598,tcp,4
49732,tcp,4
804,udp,8
60233,udp,7
63545,tcp,4
63646,tcp,5
594,udp,4
59958,tcp,14
4272,tcp,6
4789,udp,3
1349,tcp,7
62473,tcp,9
54821,tcp,5
51660,udp,9
50041,udp,9
51010,tcp,3
59575,tcp,7
1671,udp,8
63325,tcp,2
50021,udp,5
57588,udp,8
3937,udp,4
4338,tcp,6
1223,udp,8
61132,tcp,5
57006,udp,6
65468,udp,6
55126,tcp,2
60393,udp,8
59402,udp,12
57067,udp,8
64928,tcp,4
347,tcp,4
61416,udp,5
51556,udp,7
59710,tcp,5
61424,tcp,5
2861,udp,3
61453,udp,6
312,udp,6
4574,udp,8
3994,udp,8
53613,udp,6
54082,udp,6
193,tcp,8
63061,udp,9
59906,tcp,5
57676,tcp,3
57022,tcp,3
63838,udp,3
64620,udp,6
53336,tcp,5
59229,tcp,3
59609,udp,4
57699,udp,7
50175,udp,3
61237,udp,4
51186,udp,4
62699,tcp,2
58389,udp,10
55690,tcp,7
2419,tcp,3
57598,tcp,2
50235,tcp,3
62027,tcp,7
54037,udp,9
63736,tcp,6
50963,udp,4
707,tcp,7
4724,udp,8
63259,tcp,4
59422,tcp,4
52673,udp,8
50980,udp,4
61636,tcp,4
55084,udp,8
61708,udp,3
53389,udp,4
49857,udp,5
63070,udp,5
61002,udp,2
53572,tcp,5
2733,udp,6
62866,udp,6
53072,tcp,2
62518,udp,4
1669,udp,6
55149,udp,5
57257,tcp,5
4688,udp,4
359,udp,6
52299,udp,8
706,udp,6
451,udp,8
49827,tcp,6
62294,udp,6
57028,udp,5
58851,udp,2
53175,udp,8
2499,udp,5
73,tcp,7
4358,tcp,3
54965,udp,5
63127,tcp,5
54072,tcp,4
2370,udp,9
52513,udp,7
50100,tcp,4
53430,udp,6
54550,tcp,8
50624,udp,7
4190,tcp,3
65337,udp,4
54325,tcp,5
517,udp,6
2939,tcp,3
3633,tcp,5
65517,tcp,9
4205,udp,2
52939,tcp,4
52160,udp,4
2883,udp,7
50223,tcp,6
64600,udp,6
65330,tcp,7
3312,tcp,9
59269,udp,8
3787,udp,6
53179,tcp,6
64461,tcp,4
55496,udp,9
696,tcp,6
53957,tcp,4
53591,udp,8
59288,udp,3
56415,tcp,5
55086,udp,5
4287,udp,7
59364,tcp,7
2603,tcp,6
60237,udp,8
4004,tcp,6
62658,tcp,5
55561,tcp,8
55,tcp,7
51880,tcp,4
60797,udp,7
57898,tcp,5
63542,udp,4
56205,tcp,5
65442,tcp,1
55904,udp,7
49676,tcp,7
56564,tcp,6
52564,tcp,6
4429,tcp,9
61035,udp,8
59897,tcp,6
56956,tcp,5
62235,tcp,6
57315,udp,9
61552,tcp,4
4501,udp,8
49960,udp,7
64313,udp,7
3074,udp,7
55075,udp,9
432,udp,5
55677,udp,3
4085,udp,5
1295,udp,1
53409,tcp,2
57593,tcp,9
62673,tcp,4
2214,tcp,3
54318,udp,6
3148,tcp,4
2747,tcp,8
58279,tcp,6
55696,tcp,4
61911,tcp,5
1995,tcp,8
50683,udp,4
63753,udp,3
61368,udp,10
54826,tcp,5
53474,tcp,5
2915,udp,7
55413,udp,6
57605,tcp,6
60346,udp,6
59300,udp,5
61431,udp,6
54398,tcp,10
57657,tcp,10
57129,tcp,7
60101,tcp,6
57959,tcp,8
4313,tcp,9
52505,tcp,5
65345,tcp,6
62149,tcp,2
53119,tcp,6
63414,udp,6
3056,tcp,7
49829,udp,9
3595,udp,10
1139,udp,9
55860,udp,4
53390,udp,3
52941,tcp,7
60817,udp,5
53304,udp,8
55866,udp,8
277,udp,6
53053,udp,4
64032,tcp,7
54175,tcp,6
2615,tcp,3
4003,tcp,3
57844,udp,6
4814,udp,8
52933,tcp,3
52813,udp,7
52777,tcp,5
53842,tcp,4
64318,tcp,5
54261,udp,3
2719,udp,5
57541,udp,4
49359,tcp,5
56990,tcp,5
2486,udp,4
55414,udp,5
63345,udp,7
63071,udp,5
55972,tcp,8
62868,udp,7
57924,tcp,4
55777,udp,6
2216,udp,5
53303,udp,8
60726,udp,7
2407,udp,6
59672,tcp,6
1225,tcp,7
52812,tcp,4
60824,udp,5
2427,udp,5
59197,tcp,3
60579,udp,6
3360,udp,9
3034,udp,12
2874,udp,6
62104,tcp,5
62805,udp,6
56323,udp,4
58630,tcp,7
56101,udp,8
62817,tcp,2
60446,tcp,6
63247,udp,7
55998,udp,10
61167,udp,6
2145,udp,3
64050,tcp,5
63046,udp,7
56523,udp,5
59508,udp,3
4082,tcp,2
57050,udp,6
3138,udp,5
54266,udp,6
53095,tcp,9
53061,udp,5
55436,udp,6
62193,tcp,11
52915,tcp,2
60410,tcp,6
60899,udp,5
50193,tcp,10
61623,udp,8
57382,udp,10
63030,udp,8
62217,udp,6
51582,tcp,6
4520,udp,6
60882,tcp,6
51771,udp,4
49874,tcp,5
58002,udp,3
60311,tcp,7
61383,udp,6
59750,udp,4
52148,udp,6
54117,udp,6
56647,udp,3
60357,tcp,5
65250,tcp,5
1879,udp,4
60201,tcp,6
3668,tcp,4
58148,udp,11
63982,tcp,7
62106,tcp,2
63451,tcp,5
49394,tcp,6
61253,tcp,6
58400,udp,2
63318,udp,7
62198,udp,5
56551,tcp,4
53030,udp,6
2361,udp,5
53198,udp,3
2414,udp,3
50391,tcp,5
55366,tcp,2
56387,udp,6
3364,tcp,3
51966,udp,6
53311,tcp,4
55143,udp,7
53208,udp,6
61590,tcp,4
53468,udp,4
61992,udp,6
154,udp,2
3307,udp,3
51522,tcp,8
4143,udp,7
62603,udp,10
57928,udp,4
61112,tcp,9
55410,tcp,5
49230,tcp,5
60575,tcp,5
62509,udp,3
57391,tcp,2
59319,udp,3
50955,tcp,4
55572,tcp,3
62490,tcp,3
56550,udp,5
55994,udp,4
49746,tcp,9
57045,udp,5
52474,udp,5
62066,udp,3
51054,tcp,7
65371,udp,5
52417,tcp,4
1924,tcp,8
50131,tcp,7
60427,tcp,7
52197,udp,5
63424,tcp,4
62921,udp,9
2296,udp,9
2785,udp,3
2520,udp,7
64250,tcp,12
55757,tcp,5
56744,udp,2
4748,udp,4
4292,tcp,4
57610,udp,5
63687,udp,7
60959,tcp,5
55886,tcp,4
60418,udp,8
62750,udp,8
61048,udp,6
59624,tcp,6
52848,udp,3
49220,udp,4
60316,udp,8
55536,udp,3
51373,tcp,7
52589,tcp,7
55213,udp,7
57072,udp,2
52718,udp,7
56847,udp,5
64519,tcp,6
58313,udp,6
52068,udp,7
1215,udp,7
3627,udp,5
64544,tcp,5
50032,udp,10
59810,udp,2
60748,udp,5
57227,tcp,8
64852,tcp,4
51068,udp,4
2123,tcp,4
1864,udp,8
64721,udp,11
1439,tcp,6
57724,tcp,4
63214,udp,9
60840,tcp,5
60523,tcp,4
57620,tcp,5
57941,udp,4
64037,tcp,7
57219,tcp,5
2746,udp,5
63772,udp,6
50654,tcp,4
50829,udp,5
58160,udp,7
55178,udp,8
52068,tcp,6
4115,tcp,4
64006,tcp,4
65014,tcp,6
60060,udp,9
52922,tcp,4
54455,tcp,7
63910,udp,15
53949,udp,10
1020,udp,5
49691,tcp,6
59434,udp,5
968,tcp,3
1497,udp,12
49547,udp,6
63586,tcp,4
56120,udp,7
2359,tcp,6
62194,udp,9
58202,udp,3
51755,tcp,4
3011,udp,2
1044,udp,9
59009,tcp,6
61321,tcp,7
63190,tcp,6
58018,tcp,5
465,tcp,5
52003,tcp,5
4387,udp,4
49863,tcp,7
60388,udp,3
64121,udp,12
49308,tcp,1
52201,tcp,6
61125,udp,5
51095,tcp,6
57806,udp,5
2009,tcp,4
59868,tcp,3
60966,udp,7
62397,udp,7
53191,udp,4
61814,tcp,4
64290,udp,8
3273,tcp,4
2039,udp,9
57,udp,4
3218,tcp,7
2360,udp,6
58916,udp,5
3975,tcp,6
4066,udp,4
3755,udp,8
57091,udp,6
60398,tcp,4
3180,udp,8
53164,tcp,6
57460,udp,8
58621,udp,5
63252,tcp,10
51324,tcp,9
1683,tcp,8
2376,udp,2
55204,udp,3
55902,udp,4
809,udp,6
58463,udp,8
54063,udp,9
59325,udp,4
62777,udp,6
1900,udp,6
58210,tcp,5
63219,tcp,4
62281,tcp,7
55885,udp,5
52326,tcp,11
61104,tcp,3
63600,udp,8
2568,tcp,4
60472,udp,7
62229,udp,3
3540,udp,7
58221,tcp,5
57971,tcp,6
58616,udp,5
64879,udp,3
60749,udp,7
57616,tcp,4
59906,udp,3
55895,udp,6
57142,tcp,7
63032,udp,6
60239,tcp,11
57785,tcp,8
57507,udp,8
52256,tcp,4
52123,udp,4
56479,tcp,6
54429,udp,8
49496,tcp,8
65060,udp,3
64779,tcp,5
64338,udp,2
65114,tcp,5
62895,tcp,7
3707,udp,4
50689,tcp,10
1427,udp,8
3917,udp,4
62852,udp,7
60419,udp,6
116,tcp,4
54695,udp,7
1185,udp,6
54066,tcp,7
54186,tcp,6
54694,tcp,4
58040,tcp,6
60899,tcp,4
60222,tcp,12
63958,udp,6
61038,udp,3
1074,udp,3
64215,tcp,7
49737,udp,7
4738,udp,8
56678,tcp,7
841,udp,10
63615,tcp,8
62116,udp,6
4095,udp,6
64557,tcp,4
49859,tcp,6
62033,udp,3
61546,tcp,8
51767,udp,4
4477,tcp,6
65405,tcp,8
2015,udp,5
4913,udp,7
56406,udp,5
56607,tcp,6
50552,udp,5
52865,udp,9
58271,tcp,4
54094,tcp,5
53451,tcp,5
2523,udp,6
